,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,HasName,AdoptionSpeed
13016,2,4,266,0,1,1,6,7,2,1,3,3,3,1,1,0,41326,1,11,1,2
13017,1,24,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,13,1,3
13018,1,3,307,0,1,1,2,0,2,1,1,1,1,1,2,0,41326,0,3,1,3
13019,2,32,247,283,1,1,2,7,2,2,3,3,3,1,1,0,41401,0,1,1,4
13020,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,20,41326,0,12,0,1
13021,1,1,307,0,3,1,2,7,2,2,2,2,2,1,3,0,41326,0,21,1,3
13022,1,6,103,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,2
13023,1,1,307,307,3,1,2,7,2,1,2,2,2,1,3,0,41326,0,11,1,2
13024,2,18,285,288,1,5,7,0,3,2,2,2,2,1,1,180,41326,0,2,1,2
13025,1,3,307,307,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,2,1,2
13026,1,36,206,0,3,2,6,7,3,2,1,2,1,1,4,320,41326,0,4,1,1
13027,2,6,264,276,1,2,4,5,2,3,3,3,2,1,1,150,41326,0,1,1,1
13028,1,24,307,0,2,2,4,0,2,1,1,1,1,1,1,0,41401,0,3,1,4
13029,1,3,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
13030,2,2,297,0,3,3,6,7,1,2,2,2,2,1,7,0,41326,0,5,0,1
13031,1,2,307,0,2,4,7,0,1,1,1,3,2,1,1,0,41326,0,4,1,2
13032,1,5,307,0,1,2,5,7,2,1,1,1,1,1,2,0,41326,1,20,1,3
13033,1,10,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41326,0,3,1,2
13034,2,8,299,0,1,5,7,0,2,2,2,2,2,1,2,0,41326,0,3,1,4
13035,2,2,266,0,1,1,2,7,3,1,1,1,2,1,1,0,41326,0,5,1,4
13036,1,29,307,0,2,3,0,0,2,1,2,2,3,1,1,0,41401,0,4,1,4
13037,2,1,266,0,2,2,3,4,2,1,2,2,2,1,1,0,41325,0,3,1,2
13038,1,4,307,0,2,7,0,0,1,2,1,1,2,1,1,0,41326,0,2,1,3
13039,2,2,266,0,2,6,7,0,2,1,2,2,2,1,1,100,41326,0,5,1,3
13040,1,48,213,307,1,5,0,0,2,2,1,1,1,1,1,0,41401,0,3,1,4
13041,1,0,307,0,3,1,2,7,2,2,3,3,3,1,7,0,41326,0,5,1,3
13042,1,3,307,0,2,1,2,7,2,2,2,1,2,1,3,0,41401,0,8,1,2
13043,1,2,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41326,1,6,1,3
13044,1,1,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,4,1,3
13045,2,3,265,0,2,1,4,7,2,2,2,2,2,1,1,0,41401,0,1,1,2
13046,2,4,266,0,3,1,2,0,1,1,1,1,2,1,4,0,41326,0,4,1,4
13047,2,2,299,0,2,1,6,7,2,1,2,2,2,1,2,0,41401,0,1,1,2
13048,1,5,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,5,1,2
13049,2,1,265,265,3,6,7,0,1,2,2,2,2,1,4,0,41326,0,7,1,3
13050,1,24,307,213,2,1,2,0,2,2,1,1,3,1,1,0,41401,0,3,1,4
13051,1,3,307,0,1,1,2,0,3,1,1,1,2,1,1,0,41336,0,1,1,2
13052,1,12,182,152,1,1,5,0,1,1,1,1,1,1,1,0,41326,0,6,1,3
13053,2,12,292,0,1,2,5,7,2,1,1,1,2,1,1,50,41326,0,5,1,2
13054,1,4,307,0,3,1,2,7,2,1,2,2,2,1,5,0,41326,0,1,0,4
13055,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,4,1,3
13056,2,2,266,266,1,1,7,0,1,1,2,2,2,1,1,0,41401,0,3,1,2
13057,1,24,307,117,2,3,5,0,2,1,1,1,1,1,1,0,41326,0,4,1,4
13058,1,1,307,0,3,1,2,5,2,1,2,2,2,1,4,0,41326,0,0,1,4
13059,1,24,307,218,3,2,4,5,2,1,2,2,1,1,4,8,41326,0,4,1,3
13060,2,4,266,0,1,4,0,0,2,1,2,2,2,1,1,0,41401,0,6,1,3
13061,2,2,266,266,2,1,4,7,1,1,2,2,2,1,1,0,41401,0,3,1,1
13062,1,2,307,307,2,1,2,7,2,1,2,2,2,1,5,0,41327,0,9,1,2
13063,2,24,299,0,1,4,0,0,2,2,3,3,3,2,1,1,41345,0,2,1,4
13064,2,9,243,0,1,4,7,0,1,2,2,2,2,1,1,0,41326,0,3,1,4
13065,1,4,307,103,2,1,2,3,3,2,1,1,2,1,1,0,41326,0,10,1,3
13066,1,1,307,0,2,1,0,0,2,1,3,3,2,1,1,0,41326,0,1,1,3
13067,2,5,265,0,1,4,7,0,2,2,2,2,2,1,1,100,41361,0,4,1,1
13068,1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,4,1,1
13069,2,2,266,0,2,3,4,7,2,2,1,1,2,1,1,0,41326,0,1,1,1
13070,2,1,266,0,1,1,6,7,2,1,3,3,3,1,1,0,41326,0,4,1,1
13071,1,1,307,0,2,4,0,0,2,1,1,1,2,1,1,40,41326,0,1,0,4
13072,2,2,266,266,1,2,5,7,1,1,3,1,2,1,1,0,41401,0,1,1,2
13073,1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,7,1,2
13074,1,1,307,0,3,1,2,7,2,2,2,2,3,1,5,0,41327,0,8,1,4
13075,1,4,141,307,2,5,0,0,3,2,3,3,2,1,1,0,41326,0,5,1,2
13076,1,3,307,0,2,2,5,0,2,2,2,2,2,1,3,0,41330,0,2,0,4
13077,1,3,307,26,1,1,5,7,2,1,1,1,1,1,1,0,41326,0,4,1,4
13078,1,12,307,0,1,1,2,0,3,2,2,1,2,1,1,0,41401,0,6,1,2
13079,1,108,178,169,2,2,0,0,1,3,3,1,2,1,1,0,41401,0,2,1,4
13080,2,1,266,0,3,1,4,7,2,1,2,2,2,1,2,0,41401,0,3,1,2
13081,2,6,266,266,1,1,6,0,1,1,2,1,1,1,1,0,41326,0,1,1,2
13082,1,0,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,9,1,2
13083,2,26,266,276,1,3,5,0,3,2,1,1,1,1,1,100,41326,0,4,1,0
13084,1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
13085,2,8,266,0,2,3,6,7,2,1,1,1,1,1,1,0,41326,1,8,1,2
13086,1,8,307,0,1,2,7,0,2,2,1,1,1,1,1,0,41326,0,1,1,1
13087,1,5,20,307,1,2,0,0,2,1,2,1,2,1,1,0,41326,0,1,1,1
13088,1,4,307,152,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,7,1,4
13089,1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,1,1,1
13090,2,4,266,0,2,2,5,0,2,1,2,2,1,1,1,0,41326,0,2,1,4
13091,1,24,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,0,15,1,4
13092,1,2,307,0,2,1,3,0,2,1,2,1,2,1,1,0,41330,0,11,1,3
13093,1,4,307,78,1,2,0,0,3,1,1,1,2,1,1,235,41326,0,4,1,2
13094,2,2,254,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,1,2,0,2
13095,2,1,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,0,3,1,2
13096,1,14,105,103,2,1,3,7,1,2,1,1,2,1,1,150,41326,0,3,1,4
13097,2,6,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,2,1,4
13098,1,3,307,307,2,1,2,5,2,1,2,2,2,1,1,0,41326,0,1,1,2
13099,2,2,266,266,3,1,2,7,2,1,2,2,3,1,2,1,41401,0,5,1,2
13100,1,48,218,179,2,5,0,0,2,3,1,1,1,1,1,0,41326,0,3,1,3
13101,2,3,282,0,2,1,2,5,2,3,3,3,3,1,1,0,41401,0,11,1,1
13102,1,84,109,0,1,3,0,0,3,2,3,1,2,1,1,200,41401,0,1,1,2
13103,1,2,307,0,1,1,2,7,2,2,1,1,2,1,1,0,41326,0,1,1,2
13104,2,2,265,0,2,6,7,0,1,2,2,1,2,1,1,0,41401,0,10,1,2
13105,2,15,265,0,3,1,3,7,2,2,2,3,3,1,2,0,41326,0,9,1,2
13106,2,6,266,0,2,6,0,0,2,1,1,1,1,1,1,100,41401,0,1,1,1
13107,2,12,266,0,1,1,2,0,3,1,1,1,2,1,1,0,41401,0,3,1,4
13108,1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,2,1,4
13109,1,12,307,0,2,1,0,0,2,2,2,1,1,1,1,0,41326,0,10,1,3
13110,1,7,307,0,2,7,0,0,2,1,3,3,1,1,1,0,41326,0,4,1,3
13111,2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,6,1,2
13112,1,1,206,189,2,1,2,7,1,2,2,2,2,1,1,0,41326,0,1,1,1
13113,2,8,306,250,1,1,7,0,3,2,2,2,2,1,1,0,41401,0,4,1,3
13114,2,4,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,5,1,3
13115,1,1,307,0,1,1,2,0,2,2,3,3,2,1,1,0,41326,0,1,1,3
13116,1,2,76,307,3,1,7,0,2,2,2,3,2,1,2,0,41327,1,7,1,1
13117,1,57,150,0,1,2,3,0,3,1,1,1,2,1,1,0,41326,0,4,0,1
13118,2,11,265,0,2,1,2,4,2,2,1,1,1,1,1,0,41326,0,16,1,3
13119,2,9,305,305,1,4,7,0,3,2,1,1,3,1,1,100,41336,0,5,1,4
13120,1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,1,1,2
13121,1,9,206,206,1,7,0,0,3,3,1,1,2,1,1,600,41401,0,3,1,2
13122,2,36,266,0,1,1,2,4,1,1,2,2,2,2,1,0,41345,0,5,1,1
13123,1,2,307,307,3,5,0,0,2,1,1,1,2,1,2,0,41326,0,6,1,4
13124,2,18,265,0,3,2,4,6,2,2,2,2,2,1,4,0,41326,0,5,1,3
13125,2,96,280,0,1,7,0,0,3,3,1,3,3,1,1,0,41326,0,2,1,1
13126,2,3,266,0,2,6,7,0,1,1,2,2,2,1,1,0,41332,0,1,1,2
13127,1,8,307,0,2,1,2,4,2,1,2,2,2,1,1,0,41330,0,1,1,4
13128,2,2,251,0,1,1,2,6,1,1,1,1,2,1,2,0,41326,0,4,1,1
13129,1,30,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,0,2,1,4
13130,2,0,266,266,3,1,6,7,2,1,2,2,2,1,5,0,41401,0,2,1,4
13131,2,3,266,0,2,1,5,6,1,1,1,1,2,1,1,0,41326,0,12,1,3
13132,2,18,266,292,2,2,7,0,3,1,2,1,2,1,1,0,41401,0,4,1,1
13133,2,1,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,2,1,2
13134,1,2,307,307,3,1,2,6,2,1,2,1,2,1,2,80,41336,0,4,1,2
13135,2,4,266,0,2,1,2,4,1,1,1,1,2,1,2,0,41326,0,8,1,4
13136,2,3,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,2,1,2
13137,1,1,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,4,1,3
13138,1,2,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,6,1,3
13139,1,1,307,0,1,5,7,0,2,1,2,2,2,1,1,0,41326,0,9,1,2
13140,1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,3,1,4
13141,1,84,103,307,2,1,4,0,2,2,1,1,1,1,1,0,41401,0,2,1,4
13142,1,2,307,0,2,1,4,0,2,1,2,2,2,1,1,0,41326,0,13,1,2
13143,2,3,265,0,2,5,0,0,2,2,2,1,2,1,1,0,41326,0,6,1,3
13144,1,24,307,307,2,4,0,0,3,2,3,3,3,2,1,0,41401,0,1,1,3
13145,1,3,307,0,2,2,7,0,2,1,3,3,2,1,1,0,41326,0,3,1,3
13146,1,7,307,307,2,1,2,0,1,1,1,1,1,1,1,0,41326,3,24,1,4
13147,2,1,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,0,2,1,2
13148,1,60,205,0,1,2,7,0,2,2,1,1,2,2,1,0,41326,0,1,1,1
13149,1,54,60,0,2,5,7,0,1,1,1,1,1,1,1,100,41327,0,3,1,1
13150,1,1,307,0,3,2,7,0,1,1,2,2,2,1,5,0,41326,0,2,0,4
13151,1,4,307,0,1,2,0,0,2,1,1,1,2,1,1,50,41326,0,5,1,1
13152,1,12,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,1,1,0,4
13153,1,12,307,0,3,2,0,0,2,2,3,3,3,1,2,0,41401,0,4,1,4
13154,2,4,265,0,2,2,0,0,1,2,2,2,2,1,1,0,41401,0,1,1,1
13155,1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,7,1,2
13156,2,2,292,266,2,2,7,0,1,2,2,2,2,1,1,0,41401,0,5,1,1
13157,2,3,285,264,1,3,7,0,3,2,3,3,3,1,1,0,41325,0,2,1,1
13158,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41401,0,1,1,2
13159,1,2,213,307,1,2,3,0,2,2,2,2,2,1,1,0,41326,0,5,1,3
13160,1,12,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,1,1,3
13161,1,2,307,307,2,1,2,0,2,1,3,3,3,1,1,0,41326,0,2,1,2
13162,2,9,285,265,2,1,6,7,2,2,1,1,1,1,1,0,41326,0,3,1,0
13163,2,2,299,0,1,6,0,0,1,1,2,2,2,1,1,0,41326,0,6,1,1
13164,2,2,266,299,1,2,0,0,1,1,2,2,2,1,1,0,41401,0,3,1,2
13165,2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,4,1,2
13166,2,1,266,0,3,2,4,7,2,2,2,2,2,1,4,0,41327,0,4,1,2
13167,2,2,292,266,2,2,7,0,2,2,2,2,2,1,1,0,41336,0,2,1,1
13168,2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,50,41326,0,1,1,4
13169,1,2,119,0,3,2,0,0,3,2,1,1,2,1,3,250,41336,0,4,1,4
13170,1,5,179,0,1,2,0,0,1,2,1,1,1,1,1,0,41326,0,2,1,2
13171,1,2,307,0,1,7,0,0,2,1,2,2,2,1,1,0,41401,0,4,1,2
13172,1,5,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,5,1,2
13173,1,2,307,307,3,1,2,7,2,2,3,3,3,1,4,0,41324,0,4,0,4
13174,1,24,205,0,2,2,7,0,1,2,1,1,1,1,1,0,41326,0,1,0,3
13175,2,3,292,266,2,2,5,7,2,1,2,1,2,1,1,0,41326,0,6,1,2
13176,1,3,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41401,0,2,1,2
13177,2,2,266,0,2,1,7,0,1,1,3,3,3,1,1,0,41401,0,5,1,0
13178,1,2,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41326,0,4,1,1
13179,2,2,266,0,1,6,0,0,2,1,2,1,2,1,2,0,41401,0,2,1,0
13180,1,3,103,307,2,1,2,0,2,2,2,1,2,1,1,200,41326,0,2,1,1
13181,1,4,307,0,2,1,0,0,2,1,1,2,2,1,1,0,41401,0,1,1,4
13182,2,4,266,0,1,3,0,0,2,1,1,1,1,1,1,100,41326,0,2,1,2
13183,2,12,266,0,2,7,0,0,1,1,2,2,2,2,1,0,41326,0,2,1,4
13184,1,4,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,2,1,2
13185,1,18,205,0,1,2,3,5,2,2,1,1,2,1,1,150,41326,0,2,1,1
13186,1,12,307,0,1,1,7,0,2,1,1,1,1,1,1,0,41401,0,2,1,4
13187,2,5,266,0,1,5,7,0,2,2,2,1,2,1,1,0,41327,0,3,1,3
13188,2,5,265,0,2,1,4,7,2,2,2,1,1,1,1,0,41401,0,1,1,1
13189,2,30,266,0,3,6,7,0,2,1,1,1,1,1,2,0,41401,0,13,1,4
13190,2,12,264,0,2,6,0,0,2,2,3,1,2,2,1,0,41326,0,2,1,1
13191,1,2,189,307,3,1,4,0,2,2,2,1,2,1,3,0,41401,0,3,1,1
13192,1,10,307,0,1,1,2,0,2,2,2,2,1,1,1,0,41326,0,1,1,2
13193,2,21,299,0,2,4,7,0,2,1,1,1,1,2,1,0,41326,0,2,1,4
13194,1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41332,0,7,1,4
13195,1,2,307,0,2,2,7,0,3,1,1,1,1,1,1,0,41326,0,1,1,2
13196,2,4,266,241,1,1,0,0,2,1,1,1,2,1,1,0,41401,0,0,0,3
13197,1,3,307,0,2,2,0,0,2,1,2,2,3,1,4,0,41332,0,4,0,4
13198,2,1,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,3,1,1
13199,2,1,266,266,3,1,6,7,1,1,2,2,2,1,5,0,41401,0,5,1,1
13200,2,12,266,0,1,1,7,0,2,1,3,3,2,1,1,0,41401,0,3,1,4
13201,2,2,243,0,2,1,4,7,2,1,2,2,2,1,1,20,41326,0,1,1,1
13202,1,3,307,307,3,1,2,7,2,1,1,1,2,1,5,0,41326,0,5,1,4
13203,2,3,285,266,1,1,2,7,2,1,2,1,2,1,3,0,41326,0,5,0,1
13204,2,3,266,0,2,2,3,7,2,1,2,1,2,1,7,0,41325,0,18,1,4
13205,2,5,265,0,2,2,4,7,2,2,1,1,2,1,1,0,41326,0,3,1,3
13206,1,9,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,2,1,3
13207,2,2,265,306,2,1,7,0,2,2,2,2,3,1,1,0,41326,0,4,0,2
13208,2,2,266,0,3,2,6,7,2,1,2,2,2,1,4,0,41336,0,1,1,1
13209,1,2,307,0,3,1,2,0,2,1,2,2,3,1,6,0,41332,0,10,1,4
13210,1,2,307,307,3,1,0,0,2,2,2,2,2,1,6,10,41326,0,5,0,4
13211,1,2,307,307,2,1,0,0,2,1,1,1,2,1,1,150,41326,0,1,1,4
13212,1,1,307,0,2,1,2,7,2,1,1,1,1,1,3,150,41401,0,29,1,4
13213,1,24,218,0,2,7,0,0,2,2,3,3,3,2,1,0,41326,0,0,1,4
13214,2,2,292,0,1,2,5,7,2,1,2,1,2,1,1,50,41326,0,2,1,2
13215,1,4,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,1,1,0
13216,1,3,307,307,1,3,0,0,2,1,1,1,1,1,1,0,41326,0,3,1,2
13217,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,1,1,3
13218,1,48,109,0,3,3,0,0,3,3,1,1,2,1,2,0,41401,0,3,1,1
13219,1,36,307,0,1,2,0,0,3,2,1,1,1,1,1,150,41326,0,1,1,4
13220,1,8,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,1,1,4
13221,1,5,109,307,2,3,0,0,1,2,3,2,2,1,1,0,41326,0,8,1,1
13222,2,24,264,0,1,7,0,0,2,2,3,3,2,1,1,0,41326,0,3,1,3
13223,1,24,31,39,1,1,7,0,2,3,1,1,2,1,1,0,41326,0,0,0,4
13224,2,2,265,266,2,6,7,0,2,2,1,1,2,1,1,0,41326,0,2,1,2
13225,2,3,266,0,2,1,7,0,2,1,3,3,3,1,1,0,41327,0,2,1,2
13226,1,60,169,0,2,2,0,0,1,3,1,1,2,2,1,50,41326,2,9,1,1
13227,2,5,243,0,2,3,4,5,2,1,3,3,2,1,1,0,41326,0,2,1,4
13228,2,2,299,265,2,1,7,0,2,2,1,1,2,1,1,50,41326,0,4,1,1
13229,1,2,307,103,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,3,1,0
13230,2,12,292,266,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,1,1,4
13231,1,3,128,141,2,2,7,0,2,1,1,1,2,1,1,500,41336,0,1,1,3
13232,2,1,266,299,1,3,4,7,2,1,2,1,2,1,1,0,41326,0,3,1,1
13233,2,12,265,0,2,1,2,3,2,2,3,3,3,1,1,75,41326,0,2,1,4
13234,2,3,266,0,3,1,2,5,2,1,1,1,2,1,3,0,41326,0,16,1,2
13235,1,48,109,0,2,3,0,0,2,2,3,3,2,1,1,0,41327,0,1,1,4
13236,1,1,307,0,1,1,7,0,2,2,1,1,3,1,1,10,41332,0,5,1,4
13237,1,4,307,307,2,1,4,0,3,2,2,2,2,1,1,0,41401,0,5,1,1
13238,1,1,307,307,3,1,2,5,2,2,2,1,3,1,5,0,41324,0,5,0,4
13239,2,2,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41336,0,3,1,1
13240,1,1,39,141,3,1,2,7,2,2,3,3,3,1,6,0,41401,0,7,1,2
13241,1,2,307,307,2,3,0,0,2,2,2,1,2,1,1,0,41401,0,5,1,2
13242,2,2,266,0,1,6,0,0,2,1,1,1,2,1,1,0,41401,0,12,1,3
13243,1,12,205,0,1,2,5,7,1,2,1,1,1,1,1,0,41401,0,11,1,1
13244,1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,2
13245,1,2,307,0,1,1,0,0,2,1,2,2,2,3,2,0,41401,0,2,1,2
13246,2,12,266,0,2,6,7,0,2,1,2,1,1,1,1,50,41326,0,4,1,3
13247,1,2,152,307,1,1,2,0,1,1,2,1,2,1,1,0,41401,0,5,1,2
13248,2,4,266,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1,1,3
13249,2,4,299,0,1,4,7,0,2,1,1,1,3,1,1,0,41326,0,2,1,3
13250,2,1,265,241,2,3,5,7,2,2,2,1,2,1,1,40,41326,0,7,1,3
13251,2,4,254,266,2,1,2,7,2,1,1,1,1,1,1,50,41326,0,9,1,2
13252,1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,50,41326,0,30,1,3
13253,1,1,141,307,2,1,2,0,2,1,1,1,2,1,1,50,41326,0,2,1,1
13254,1,5,307,0,2,3,0,0,2,2,3,3,3,1,1,0,41330,0,3,1,4
13255,2,1,288,0,1,2,5,6,2,3,1,1,2,1,1,250,41326,0,8,1,2
13256,2,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,41326,0,3,1,4
13257,2,2,265,0,2,1,6,0,2,2,2,1,2,1,1,50,41326,0,11,1,3
13258,2,8,252,0,2,1,4,0,2,2,1,1,1,1,1,0,41401,0,1,1,3
13259,1,32,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,1,1,4
13260,2,2,300,306,3,1,7,0,2,2,2,2,2,1,3,0,41326,0,20,1,1
13261,2,6,292,0,1,6,0,0,2,1,1,1,2,1,1,0,41326,0,2,1,1
13262,1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,1,1,4
13263,2,2,265,0,1,1,6,0,2,2,1,1,2,2,1,0,41401,0,5,0,1
13264,1,39,307,307,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,3,1,4
13265,2,2,266,0,3,2,4,7,2,1,3,3,3,2,2,0,41327,0,4,1,2
13266,1,17,307,307,3,1,4,7,2,1,3,3,1,1,2,0,41327,0,2,0,4
13267,2,1,266,0,1,2,6,0,1,1,2,3,2,1,1,0,41401,0,3,1,2
13268,1,6,307,0,1,3,0,0,1,1,1,1,1,1,1,0,41326,0,4,1,4
13269,1,26,119,307,2,2,5,6,2,3,1,1,3,1,1,0,41326,0,4,1,4
13270,1,2,78,307,3,1,2,0,2,1,3,3,2,1,3,0,41401,0,1,0,2
13271,2,4,266,0,3,6,7,0,2,1,2,2,2,1,4,0,41401,0,4,1,1
13272,2,2,266,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,7,1,1
13273,2,1,266,0,2,4,7,0,2,1,2,2,2,1,1,0,41401,0,4,1,1
13274,2,6,287,0,1,3,7,0,2,2,2,1,2,1,1,0,41401,0,9,1,1
13275,2,24,283,283,2,7,0,0,2,1,1,1,2,2,1,1,41326,0,2,1,4
13276,1,36,119,0,3,1,6,7,3,2,1,1,2,1,2,0,41401,0,1,1,2
13277,1,2,307,0,1,5,0,0,2,2,2,2,2,1,1,0,41326,0,4,1,1
13278,1,2,143,146,2,1,2,5,2,1,2,1,3,1,1,0,41401,0,1,1,3
13279,1,12,307,0,1,5,0,0,2,1,3,3,3,1,1,0,41326,0,5,0,4
13280,2,2,265,266,2,6,7,0,1,2,1,1,2,1,1,0,41401,0,1,0,3
13281,2,1,266,0,2,1,4,7,2,1,2,1,2,2,2,0,41326,0,7,1,2
13282,1,1,307,0,1,1,7,0,1,1,3,3,3,1,1,0,41332,0,4,1,4
13283,2,84,285,271,2,5,0,0,2,3,1,1,1,1,2,0,41401,0,2,1,1
13284,2,18,249,266,3,1,6,0,1,1,2,2,2,1,2,0,41326,0,3,1,4
13285,1,12,72,0,1,2,0,0,2,2,1,1,1,1,1,0,41326,0,2,1,1
13286,1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,0,4,1,2
13287,1,4,307,0,1,1,0,0,3,2,1,1,2,1,1,0,41326,0,5,1,3
13288,1,9,147,195,1,7,0,0,1,2,1,1,2,1,1,0,41401,0,1,1,1
13289,1,17,307,0,2,1,2,0,1,1,1,1,1,1,1,100,41326,0,2,1,4
13290,1,4,128,307,1,5,0,0,2,1,2,1,2,2,1,0,41326,0,1,1,1
13291,2,6,266,0,2,2,4,7,2,1,1,1,1,1,1,0,41326,0,5,1,4
13292,2,24,252,0,2,2,3,5,2,2,1,1,2,1,1,0,41326,0,3,1,3
13293,2,0,266,0,3,1,3,7,1,1,2,2,2,1,2,0,41326,0,8,1,1
13294,1,2,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41326,1,3,1,2
13295,2,2,299,0,1,2,4,6,2,1,2,1,2,1,1,0,41401,0,2,0,2
13296,1,4,307,218,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,16,1,3
13297,2,2,266,0,1,4,7,0,2,1,1,1,2,1,1,0,41401,0,1,1,4
13298,2,3,265,266,2,5,6,7,2,1,2,2,2,1,1,0,41326,0,1,1,3
13299,1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,4,1,2
13300,1,5,128,307,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,6,1,2
13301,2,4,266,0,2,6,7,0,1,1,2,2,2,1,2,0,41326,0,1,1,2
13302,2,4,266,0,2,6,0,0,2,1,2,2,2,1,1,50,41326,0,6,1,1
13303,1,6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,1,1,4
13304,2,7,264,285,2,6,0,0,2,3,1,1,2,1,1,100,41326,0,4,1,2
13305,2,39,296,243,2,2,7,0,2,1,1,1,1,1,1,0,41401,0,4,1,4
13306,2,4,266,0,2,4,6,7,2,1,2,2,2,1,1,0,41326,0,3,1,4
13307,2,2,288,0,2,6,7,0,2,1,2,2,2,1,3,0,41326,0,1,0,4
13308,2,5,266,0,1,1,7,0,1,2,1,1,2,2,1,50,41326,0,5,1,3
13309,1,1,307,307,2,1,2,0,1,1,2,2,3,1,1,0,41326,0,1,1,4
13310,1,1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41327,0,2,1,1
13311,1,96,83,0,2,2,0,0,2,2,1,3,3,1,1,50,41401,0,1,1,4
13312,1,96,119,0,2,2,0,0,3,2,1,1,1,1,1,350,41401,0,2,1,4
13313,2,3,266,303,2,1,2,4,2,2,2,2,2,1,1,0,41326,1,3,1,2
13314,1,3,31,307,2,1,0,0,2,1,3,3,2,1,1,0,41326,0,2,1,2
13315,1,2,307,307,3,2,4,5,1,1,2,2,3,1,6,0,41326,0,4,1,4
13316,1,4,307,0,2,2,5,7,2,2,1,1,2,1,4,0,41327,0,5,1,4
13317,2,12,283,0,1,1,7,0,3,2,2,2,2,1,1,0,41326,0,3,1,1
